country,wave,year,n_respondents,index_all,index_imf,index_idawb,index_unsc
DEU,3.0,1997.0,2026,-0.0386794266332044,-0.0899994718174759,0.2660511976896144,-0.4433942946000058
DEU,5.0,2006.0,2064,-0.048610432807824,0.0498784289725317,0.156477670031813,-0.4429953340964243
DEU,6.0,2013.0,2046,-0.0079161809579048,-0.0783469519849023,0.232416406259804,-0.2983308712943934
DEU,7.0,2018.0,1528,0.0067602350503665,-0.1680656955526518,0.3030805049944974,-0.2907565899348096
DOM,3.0,1996.0,417,-0.0159009235420727,-0.1507966266365043,0.1822104279234664,-0.2220531298364186
DZA,4.0,2002.0,1280,-0.0037884842394281,0.045638536485672,0.0280614025114731,-0.1113697514438209
DZA,6.0,2014.0,1198,-0.0373154729148799,-0.2269331636224345,0.0703591558594615,-0.0622297915463879
ECU,6.0,2013.0,1202,-0.0455039258727032,0.0019331001980373,-0.0064240244074433,-0.1547817011518304
ECU,7.0,2018.0,1200,-0.0633080126594593,-0.0417092600346487,-0.1057353000608433,-0.0315152824672389
EGY,4.0,2001.0,3000,0.1097816602643482,-0.1683673331946442,0.2295173744032011,0.0372627578114745
EGY,5.0,2008.0,3051,0.0877770074996582,0.2380145056910283,-0.0782532683986095,0.0291203630507372
EGY,6.0,2013.0,1523,-0.0984178772870258,0.1915565398515737,-0.3314356628863079,-0.130864954163507
EGY,7.0,2018.0,1200,0.1485123858195582,0.3356030543637788,-0.0897414948181711,0.2122891805686779
ESP,2.0,1990.0,1506,-0.3225779201083291,-0.2669618326903376,-0.2645800880985423,-0.4097062513363245
ESP,3.0,1995.0,1209,-0.142798269828471,-0.161246914046219,0.0237547694327298,-0.3455909484471619
ESP,4.0,2000.0,1209,-0.1572291618266096,-0.1413402692259519,0.0003369135069473,-0.4112101065481308
ESP,5.0,2007.0,1199,-0.0654490651233062,-0.0604251556538547,0.0476428227052573,-0.2352512354285938
ESP,6.0,2011.0,1189,-0.0117081849405106,0.1122962795249463,0.1245424526991107,-0.3350858593602702
EST,3.0,1996.0,1021,0.0104683560435441,0.073323463367354,0.0068701629586499,-0.0848463269200079
EST,6.0,2011.0,1533,-0.0010964006836345,0.0931224906031581,-0.0422523987904544,-0.058466484363068
ETH,5.0,2007.0,1500,0.0911833733969994,0.1584598852767961,0.2515237458772169,-0.1799422109722004
ETH,7.0,2020.0,1230,0.1529532770667279,0.1590832084878295,0.070028634420705,0.2337320163607195
FIN,1.0,1981.0,1003,-0.1117672237407783,-0.6075599584967042,,0.0480641763816677
FIN,3.0,1996.0,987,-0.0583010155172825,-0.1492636623019995,0.0396244794457914,-0.0226624103322433
FIN,5.0,2005.0,1014,0.0906154291787638,-0.1933323964224402,0.2261098156387179,0.2050142770919191
FRA,5.0,2006.0,1001,-0.1103106870379852,-0.3322883176680996,0.0933029810402568,-0.1750911271670944
GBR,3.0,1998.0,1093,0.0161916121862755,-0.0950455439365522,0.1742994059633703,-0.3025847387802681
GBR,5.0,2005.0,1040,-0.0421673513140384,-0.3329283386335403,0.1489372844587966,-0.0342318695000469
GBR,7.0,2022.0,2608,0.0811992276615928,0.0587844368187949,0.1707215954385881,-0.0742165869739922
GEO,3.0,1996.0,2008,0.0198899295219126,0.0709531072444159,-0.0928958970868269,0.1114822265394327
GEO,5.0,2009.0,1500,0.0837075970957113,0.2133640603056112,-0.0660082809162323,0.2230440031727983
GEO,6.0,2014.0,1202,0.1162037652396744,0.1928288292720185,-0.0453959776007065,0.3005885386106737
GHA,5.0,2007.0,1534,0.2890777350884936,0.0555056968465116,0.3108423415222691,0.3744022097824394
GHA,6.0,2012.0,1552,0.2606842772242171,0.0678363565824071,0.3560084116600684,0.2440259619641498
GRC,7.0,2017.0,1200,0.1346468307076869,0.2152356993359501,0.2066775636611182,-0.0266215962901274
GTM,5.0,2004.0,1000,-0.1082751331098221,-0.0013282450541856,-0.1672762504365472,-0.1495230343498083
GTM,7.0,2020.0,1229,-0.2068918053896473,-0.1217143701731979,-0.1292072502803096,-0.3798999944473892
HKG,5.0,2005.0,1252,-0.0912803161862378,0.0306580074735178,-0.0396748801360993,-0.333384704062279
HKG,6.0,2014.0,1000,-0.0220209228538039,-0.1462373464476314,0.1000453583871132,-0.1027280357904072
HKG,7.0,2018.0,2075,-0.0326271928964019,-0.0288689474327083,0.0887063076221551,-0.2262545955690968
HRV,3.0,1996.0,1194,0.0486258945381971,0.262167098178498,0.0975157815463551,-0.1328565918369704
HTI,6.0,2016.0,1987,-0.2908938053198322,0.2476523279335175,0.0202382858418032,-1.1755120721736148
HUN,1.0,1982.0,1436,0.276547529846041,0.0882692520830042,,0.3842527024957726
HUN,3.0,1998.0,650,0.092149415482493,0.1747531911113255,0.0418842251663415,0.06691487641574
HUN,5.0,2009.0,1007,-0.0201591145821373,0.0802981701179321,-0.0149078266487915,-0.1572500129976119
IDN,4.0,2001.0,1000,0.0590228566520594,0.1098303505009241,-0.0609443994757988,0.164684885264508
